Number of files	File names	Informant	Year	Gender	Miscellanous
1	Alderd01.txt	E. A. Alderdice	1880	N/A	
2	AmbroM01.txt	Maurice Ambrose	1907	M	
3	AngilA01.txt	A. Angell	1842	N/A	
4	Anon__03.txt	Anonymous	1883	N/A	
5	Anon__10.txt	Anonymous	1836	N/A	
6	Anon__11.txt	Anonymous	1836	N/A	
7	Anon__12.txt	Anonymous	1836	N/A	
8	Anon__13.txt	Anonymous	1836	N/A	
9	Anon__14.txt	Anonymous	1836	N/A	
10	Anon__15.txt	Anonymous	1836	N/A	
11	Anon__16.txt	Anonymous	1836	N/A	
12	Anon__17.txt	Anonymous	1836	N/A	
13	Anon__18.txt	Anonymous	1836	N/A	
14	Anon__19.txt	Anonymous	1836	N/A	
15	Anon__20.txt	Anonymous	1836	N/A	
16	Anon__21.txt	Anonymous	1836	N/A	
17	Anon__22.txt	Anonymous	1836	N/A	
18	Anon__23.txt	Anonymous	1828	N/A	
19	Anon__24.txt	Anonymous	1829	N/A	
20	Anon__25.txt	Anonymous	1881	N/A	
21	Anon__26.txt	Anonymous	1881	N/A	
22	Anon__27.txt	Anonymous	1881	N/A	
23	Anon__28.txt	Anonymous	1881	N/A	
24	Anon__29.txt	Anonymous	1881	N/A	
25	Anon__30.txt	Anonymous	1881	N/A	
26	Anon__32.txt	Anonymous	1882	N/A	
27	Anon__33.txt	Anonymous	1882	N/A	
28	Anon__34.txt	Anonymous	1882	N/A	
29	Anon__35.txt	Anonymous	1882	N/A	
30	Anon__36.txt	Anonymous	1882	N/A	
31	Anon__37.txt	Anonymous	1882	N/A	
32	Anon__38.txt	Anonymous	1882	N/A	
33	Anon__39.txt	Anonymous	1882	N/A	
34	Anon__40.txt	Anonymous	1882	N/A	
35	Anon__41.txt	Anonymous	1882	N/A	
36	Anon__42.txt	Anonymous	1882	N/A	
37	Anon__43.txt	Anonymous	1882	N/A	
38	Anon__44.txt	Anonymous	1882	N/A	
39	Anon__45.txt	Anonymous	1882	N/A	
40	Anon__46.txt	Anonymous	1882	N/A	
41	Anon__47.txt	Anonymous	1882	N/A	
42	Anon__48.txt	Anonymous	1882	N/A	
43	Anon__49.txt	Anonymous	1882	N/A	
44	Anon__51.txt	Anonymous	1882	N/A	
45	Anon__52.txt	Anonymous	1882	N/A	
46	Anon__53.txt	Anonymous	1882	N/A	
47	Anon__54.txt	Anonymous	1882	N/A	
48	Anon__55.txt	Anonymous	1882	N/A	
49	Anon__56.txt	Anonymous	1882	N/A	
50	Anon__57.txt	Anonymous	1882	N/A	
51	Anon__58.txt	Anonymous	1882	N/A	
52	Anon__60.txt	Anonymous	1882	N/A	
53	Anon__61.txt	Anonymous	1882	N/A	
54	Anon__62.txt	Anonymous	1882	N/A	
55	Anon__63.txt	Anonymous	1882	N/A	
56	Anon__65.txt	Anonymous	1882	N/A	
57	Anon__67.txt	Anonymous	1882	N/A	
58	Anon__68.txt	Anonymous	1882	N/A	
59	Anon__70.txt	Anonymous	1882	N/A	
60	Anon__71.txt	Anonymous	1882	N/A	
61	Anon__72.txt	Anonymous	1882	N/A	
62	Anon__73.txt	Anonymous	1882	N/A	
63	Anon__74.txt	Anonymous	1882	N/A	
64	Anon__75.txt	Anonymous	1882	N/A	
65	Anon__76.txt	Anonymous	1882	N/A	
66	Anon__77.txt	Anonymous	1829	N/A	
67	Anon__78.txt	Anonymous	1854	N/A	
68	Anon__79.txt	Anonymous	1852	N/A	
69	Anon__80.txt	Anonymous	1817	N/A	
70	Anon__82.txt	Anonymous	1869	N/A	
71	Anon__83.txt	Anonymous	1901	N/A	
72	Anon__84.txt	Annie Carroll	1885	F	
73	Anon__85.txt	Anonymous	?	N/A	
74	Armita01.txt	Michael Armitas	1908	M	
75	Armita02.txt	Michael Armitas	1910	M	
76	ArmitJ01.txt	John Armitage	1724	M	
77	ArmitJ02.txt	John Armitage	1724	M	
78	ArmstJ01.txt	John Armstrong	1825	M	
79	Backup-Alderd01.txt	E. A. Alderdice	1880	N/A	
80	Backup-AmbroM01.txt	Maurice Ambrose	1907	M	
81	Backup-AngilA01.txt	A. Angell	1842	N/A	
82	Backup-Anon__12.txt	Anonymous	1836	N/A	
83	Backup-Anon__25.txt	Anonymous	1881	N/A	
84	Backup-Anon__83.txt	John (Anonymous)	?	N/A	
85	Backup-Armita01.txt	Michael Armitas	1908	M	
86	Backup-Armita02.txt	Michael Armitas	1910	M	
87	Backup-ArmstJ01.txt	John Armstrong	1825	M	
88	Backup-BirneJ01.txt	James Birney	1842	M	
89	Backup-BirneJ11.txt	James Birney	1852	M	
90	Backup-BoyceA01.txt	Alexander Boyce	1835	M	
91	Backup-BradlJ01.txt	John Bradley	1852	M	
92	Backup-BrienP01.txt	Peter Brian	1824	M	
93	Backup-BurkeM01.txt	Mary Burke	1802	F	
94	Backup-BurkeW01.txt	William Burke	1802	M	
95	Backup-ButleE01.txt	Ellen Butler	1849	F	
96	Backup-ButleJ02.txt	James Butler	1850	M	
97	Backup-CarleS03.txt	Samuel Carleton	1776	M	
98	Backup-CarleT01.txt	Thomas Carleton	1754	M	
99	Backup-CarleT06.txt	Thomas Carleton	1756	M	
100	Backup-CarlJ_01.txt	John Carroll	1884	M	
101	Backup-CarlJ_03.txt	John Carroll	1884	M	
102	Backup-CarroA01.txt	Annie Carroll	1886	F	
103	Backup-CarroA02.txt	Annie Carroll	1886	F	
104	Backup-CarroA03.txt	Annie Carroll	1886	F	
105	Backup-CarroA26.txt	Annie Carroll	1891	F	
106	Backup-CarroA38.txt	Annie Carroll	?	F	
107	Backup-CarroJ08.txt	Joseph Carrothers	1858	M	
108	Backup-CarroP01.txt	Peter Carrole	1848	M	
109	Backup-Carsen01.txt	Archibald Carsen	1854	M	
110	Backup-Carsen02.txt	Archibald Carsen	1856	M	
111	Backup-Chandl02.txt	Benjamin Chandlee	1707	M	
112	Backup-CowanR01.txt	Robert Cowan	1868	M	
113	Backup-CrandL01.txt	L. B. Crandell	1868	N/A	
114	Backup-CrandL02.txt	L. B. Crandell	1870	N/A	
115	Backup-CrandL03.txt	L. B. Crandell	1873	N/A	
116	Backup-Crogha05.txt	George Croghan	1764	M	
117	Backup-Crogha23.txt	George Croghan	1762	M	
118	Backup-Cuming01.txt	Denis Cumings	1861	M	
119	Backup-Doorle01.txt	Mary Anne Doorley	1877	F	
120	Backup-Doorle01a.txt	Mary Anne Doorley	1877	F	
121	Backup-Dunne_11.txt	Bridget McDonnell	1873	F	
122	Backup-EliotA01.txt	Alicia Eliot	1900	F	
123	Backup-EliotA04.txt	Alicia Eliot	1904	F	
124	Backup-EliotN01.txt	Nancy Eliot	1899	F	
125	Backup-EliotN03.txt	Nancy Eliot	1928	F	
126	Backup-FitzgP01.txt	Peter Fitzgibbons	1835	M	
127	Backup-GambJ_05.txt	John Gambell	?	M	
128	Backup-GamblA01.txt	Alexander Gambel	1861	M	
129	Backup-GambM_01.txt	Malcolm Gambel	1878	M	
130	Backup-GrahaC01.txt	C. Graham	1848	N/A	
131	Backup-GreenJ01.txt	Joseph Green	1861	M	
132	Backup-HenreB01.txt	Bridget Henrey	1855	F	
133	Backup-Hughes01.txt	Laurence Hughes	1863	M	
134	Backup-JohnsJ01.txt	Job Johnson	1766	M	
135	Backup-JohnsJ02.txt	Job Johnson	1767	M	
136	Backup-KellyM07.txt	Martin Kelly	1893	M	
137	Backup-KellyM08.txt	Martin Kelly	1894	M	
138	Backup-KellyM17.txt	Martin Kelly	1914	M	
139	Backup-KellyN01.txt	Ned Kelly	1879	M	
140	Backup-KempG_01.txt	George Kemp	1851	M	
141	Backup-KerrM_01.txt	Margarett Kerr	1799	F	
142	Backup-KerrS_01.txt	Samuel Kerr	1799	M	
143	Backup-LaganN01.txt	Neal Lagan	1844	M	
144	Backup-LynchH01.txt	Hannah Lynch	1847	F	
145	Backup-LynchW01.txt	William Lynch	1847	M	
146	Backup-LynchW02.txt	William Lynch	1875	M	
147	Backup-Madden01.txt	Christopher Madden	1912	M	
148	Backup-MarshM04.txt	Michael Marsh	1907	M	
149	Backup-McaghE01.txt	Ellen Mcagher	1884	F	
150	Backup-McCarE01.txt	Eleanor Mccarty	1821	F	
151	Backup-McCauC01.txt	C-E-L McCauley	1872	N/A	
152	Backup-McCauC02.txt	C-E-L McCauley	1872	N/A	
153	Backup-McCleB03.txt	Bridget McClear	1842	F	
154	Backup-McCoyT01.txt	Thomas McCoy	1841	M	
155	Backup-McCulD01.txt	David McCullough	1823	M	
156	Backup-McCulD02.txt	David McCullough	1829	M	
157	Backup-McCull01.txt	James McCullough	1750	M	
158	Backup-McKayJ01.txt	Jemima Crosby McKay	1869	F	
159	Backup-McKenM01.txt	Mary McKenra	?	F	
160	Backup-McKenP01.txt	Peter McKenna	1868	M	
161	Backup-McKenP02.txt	Peter McKenna	1880	M	
162	Backup-McLeeJ01.txt	John McLees	1828	M	
163	Backup-McMahJ01.txt	John McMahon 	1832	M	
164	Backup-MeaghE01.txt	Ellen Meagher	1884	F	
165	Backup-MearaM01.txt	Martin Meara	1909	M	
166	Backup-MearaM02.txt	Martin Meara	1910	M	
167	Backup-MearaM03.txt	Martin Meara	1912	M	
168	Backup-Millik02.txt	James Milliken	1887	M	
169	Backup-MontgC01.txt	Charles Montgomery	1824	M	
170	Backup-MontgC02.txt	Charles Montgomery	1824	M	
171	Backup-MooreW01.txt	William Moore	1836	M	
172	Backup-MurphD01.txt	Daniel Murphy	1855	M	
173	Backup-OConnT01.txt	Thomas O'Connor	1835	M	
174	Backup-OwenSt01.txt	Stephen Owens	1899	M	
175	Backup-OwenSt05.txt	Stephen Owens	1902	M	
176	Backup-PoynoS01.txt	Samuel Poynord	1875	M	
177	Backup-QuinnW04.txt	William Quinn	1895	M	
178	Backup-RevelJ01.txt	J. (James) Revell	1836	M	
179	Backup-RevelJ05.txt	James Revell	1836	M	
180	Backup-RockfM01.txt	Michael Rockford	1832	M	
181	Backup-RockfP01.txt	Patrick Rockford	1832	M	
182	Backup-ShawJ_01.txt	Jane Shaw	1817	F	
183	Backup-SheppT01.txt	Thomas Sheppard	1726	M	
184	Backup-SherwW01.txt	William Sherwood	1836	M	
185	Backup-Sincla12.txt	John Sinclair	1889	M	
186	Backup-SinclR04.txt	Robert Sinclair	1890	M	
187	Backup-SinclR05.txt	Robert Sinclair	1890	M	
188	Backup-Sloane04.txt	Isaac Sloane	1892	M	
189	Backup-SmithJ01.txt	Jonathan Smith	1845	M	
190	Backup-SmithR01.txt	Robert Smith	1844	M	
191	Backup-SmithW02.txt	William Smith	1836	M	
192	Backup-SmithW04.txt	William Smith	1837	M	
193	Backup-SoughJ05.txt	Julia Sough	1907	F	
194	Backup-SproAJ01.txt	Andrew J. Sproul	1863	M	
195	Backup-SproAJ15.txt	Andrew J. Sproul	1869	M	
196	Backup-SproMa01.txt	Margaret Sproul	1864	F	
197	Backup-SprouM04.txt	Mattilda Sproul	1860	F	
198	Backup-SprouM09.txt	Mattilda Sproul	1854	F	
199	Backup-SprouM10.txt	Mattilda Sproul	1859	F	
200	Backup-SteeJa01.txt	James Steel	1791	M	
201	Backup-SteelJ01.txt	James Steel	1796	M	
202	Backup-TreacM01.txt	Michael Treacy	1908	M	
203	Backup-TreacP01.txt	Patrick Treacy	1911	M	
204	Backup-UnderM02.txt	Michael Underwood	1895	M	
205	Backup-Wansbr01.txt	James Wansbrough	1700	M	
206	Backup-Wansbr02.txt	James Wansbrough	1728	M	
207	BellS_01.txt	Bell	1893	N/A	
208	BellS_02.txt	Bell	1898	N/A	
209	BellW_01.txt	William Bell	1905	M	
210	BirneC01.txt	Charles Birne	1853	M	
211	BirneC02.txt	Charles Birne	1853	M	
212	BirneJ01.txt	James Birney	1842	M	
213	BirneJ02.txt	James Birney	1842	M	
214	BirneJ03.txt	James Birney	1843	M	
215	BirneJ04.txt	James Birney	1843	M	
216	BirneJ05.txt	James Birney	1843	M	
217	BirneJ06.txt	James Birney	1852	M	
218	BirneJ07.txt	James Birney	1852	M	
219	BirneJ08.txt	James Birney	1852	M	
220	BirneJ09.txt	James Birney	1852	M	
221	BirneJ10.txt	James Birney	1852	M	
222	BirneJ11.txt	James Birney	1852	M	
223	BirneT01.txt	Timothy Birney Senior	1853	M	
224	BirneT03.txt	Timothy Birney Senior	1853	M	
225	BirneT04.txt	Timothy Birney Senior	1853	M	
226	BirneT05.txt	Timothy Birney Senior	1853	M	
227	BirneT07.txt	Timothy Birney Junior	1853	M	
228	BlakeJ01.txt	John Blake	1675	M	
229	BlakeJ02.txt	John Blake	1676	M	
230	BourkM01.txt	Michael Bourke	1908	M	
231	BoyceA01.txt	Alexander Boyce	1835	M	
232	BoyleB01.txt	B. Boyle	1882	N/A	
233	BradlJ01.txt	John Bradley	1852	M	
234	BranyP01.txt	P. A. Brany	1851	N/A	
235	Brenna01.txt	Isaac Herron	1865	M	
236	Brenna02.txt	Daniel Brennan	1866	M	
237	Brenna03.txt	Catherine Brennan	1869	F	
238	Brenna04.txt	Daniel Brennan	1872	M	
239	Brenna05.txt	Daniel Brennan	1873	M	
240	Brenna06.txt	Daniel Brennan	1875	M	
241	Brenna07.txt	Daniel Brennan	1876	M	
242	BrienP01.txt	Peter Brian	1824	M	
243	Brogan01.txt	James Brogan	1834	M	
244	BrownA01.txt	A. Brown	1820	N/A	
245	BrownG01.txt	George Brown	1819	M	
246	BrownH01.txt	Hugh Brown	1793	M	
247	BrownH02.txt	Hugh Brown	1820	M	
248	BrownJ01.txt	James Brown	1813	M	
249	BrownJ02.txt	James Brown	1784	M	
250	BrownJ03.txt	James Brown	1816	M	
251	BrownS01.txt	Samuel Brown	1793	M	
252	BrownS02.txt	Samuel Brown	1815	M	
253	BrownS03.txt	Samuel Brown	1793	M	
254	BrownS04.txt	Samuel Brown	1815	M	
255	BrownS05.txt	Samuel Brown	1816	M	
256	BrownT01.txt	Thomas Brown	1834	M	
257	BrownW01.txt	William Brown	1818	M	
258	BrownW02.txt	William Brown	1819	M	
259	BrownW03.txt	William Brown	1819	M	
260	BrownW04.txt	William Brown	1819	M	
261	BrownW05.txt	William Brown	1820	M	
262	BrownW06.txt	William Brown	1820	M	
263	BrownW07.txt	William Brown	1821	M	
264	Burke_01.txt	Biddy Burke	1882	F	
265	Burke_02.txt	Biddy Burke	1882	F	
266	Burke_03.txt	Biddy Burke	1884	F	
267	BurkeM01.txt	Mary Burke	1802	F	
268	BurkeW01.txt	William Burke	1802	M	
269	BurnsM01.txt	Mary Burns	1882	F	
270	ButleE01.txt	Ellen Butler	1849	F	
271	ButleE02.txt	Ellen Butler	1850	F	
272	ButleJ01.txt	James Butler	1849	M	
273	ButleJ02.txt	James Butler	1850	M	
274	ButleJ03.txt	James Butler	1852	M	
275	ButleJ04.txt	James Butler	1853	M	
276	ButleJ05.txt	James Butler	1874	M	
277	CampbN01.txt	Neal Campbell	1819	M	
278	CampbP01.txt	Patrick Campbell	1884	M	
279	CarleJ02.txt	Jonathan Carleton	1768	M	
280	CarleS01.txt	Samuel Carleton	1762	M	
281	CarleS02.txt	Samuel Carleton	1773	M	
282	CarleS03.txt	Samuel Carleton	1776	M	
283	CarleT01.txt	Thomas Carleton	1754	M	
284	CarleT02.txt	Thomas Carleton	1753	M	
285	CarleT03.txt	Thomas Carleton	1752	M	
286	CarleT04.txt	Thomas Carleton	1752	M	
287	CarleT05.txt	Thomas Carleton	1755	M	
288	CarleT06.txt	Thomas Carleton	1756	M	
289	CarleT07.txt	Thomas Carleton	1762	M	
290	CarlJ_01.txt	John Carroll	1884	M	
291	CarlJ_02.txt	John Carroll	1884	M	
292	CarlJ_03.txt	John Carroll	1884	M	
293	CarloM01.txt	Martin Carlos	1906	M	
294	CarroA01.txt	Annie Carroll	1886	F	
295	CarroA02.txt	Annie Carroll	1886	F	
296	CarroA03.txt	Annie Carroll	1886	F	
297	CarroA04.txt	Annie Carroll	1886	F	
298	CarroA05.txt	Annie Carroll	1902	F	
299	CarroA06.txt	Annie Carroll	1902	F	
300	CarroA07.txt	Annie Carroll	1899	F	
301	CarroA08.txt	Annie Carroll	1899	F	
302	CarroA09.txt	Annie Carroll	1898	F	
303	CarroA10.txt	Annie Carroll	1898	F	
304	CarroA11.txt	Annie Carroll	1899	F	
305	CarroA12.txt	Annie Carroll	1897	F	
306	CarroA13.txt	Annie Carroll	1897	F	
307	CarroA14.txt	Annie Carroll	1896	F	
308	CarroA15.txt	Annie Carroll	1895	F	
309	CarroA16.txt	Annie Carroll	1895	F	
310	CarroA17.txt	Annie Carroll	1895	F	
311	CarroA18.txt	Annie Carroll	1895	F	
312	CarroA19.txt	Annie Carroll	1894	F	
313	CarroA20.txt	Annie Carroll	1893	F	
314	CarroA21.txt	Annie Carroll	1893	F	
315	CarroA22.txt	Annie Carroll	1892	F	
316	CarroA23.txt	Annie Carroll	1892	F	
317	CarroA24.txt	Annie Carroll	1892	F	
318	CarroA25.txt	Annie Carroll	1892	F	
319	CarroA26.txt	Annie Carroll	1891	F	
320	CarroA27.txt	Annie Carroll	1891	F	
321	CarroA28.txt	Annie Carroll	1890	F	
322	CarroA29.txt	Annie Carroll	1889	F	
323	CarroA30.txt	Annie Carroll	1889	F	
324	CarroA31.txt	Annie Carroll	1889	F	
325	CarroA32.txt	Annie Carroll	1889	F	
326	CarroA33.txt	Annie Carroll	1889	F	
327	CarroA34.txt	Annie Carroll	1888	F	
328	CarroA35.txt	Annie Carroll	1888	F	
329	CarroA36.txt	Annie Carroll	1887	F	
330	CarroA37.txt	Annie Carroll	1885	F	
331	CarroA38.txt	Annie Carroll	1885	F	
332	CarroB01.txt	Bernard Carroll	1840	M	
333	CarroD01.txt	Peter Carroll	1893	M	
334	CarroJ01.txt	Joseph Carrothers	1847	M	
335	CarroJ02.txt	Joseph Carrothers	1847	M	
336	CarroJ03.txt	Joseph Carrothers	1848	M	
337	CarroJ04.txt	Joseph Carrothers	1852	M	
338	CarroJ05.txt	Joseph Carrothers	1855	M	
339	CarroJ06.txt	Joseph Carrothers	1856	M	
340	CarroJ07.txt	Joseph Carrothers	1857	M	
341	CarroJ08.txt	Joseph Carrothers	1885	M	
342	CarroJ09.txt	Joseph Carrothers	1860	M	
343	CarroJ10.txt	Joseph Carrothers	1862	M	
344	CarroJ11.txt	Joseph Carrothers	1865	M	
345	CarroJ12.txt	Joseph Carrothers	1870	M	
346	CarroM01.txt	Margaret Carrothers	1839	F	
347	CarroN01.txt	Nathaniel Carrothers	1839	M	
348	CarroN02.txt	Nathaniel Carrothers	1853	M	
349	CarroN03.txt	Nathaniel Carrothers	1858	M	
350	CarroN04.txt	Nathaniel Carrothers	1866	M	
351	CarroN05.txt	Nathaniel Carrothers	1867	M	
352	CarroN06.txt	Nathaniel Carrothers	1863	M	
353	CarroP01.txt	Peter Carrole	1848	M	
354	CarroP02.txt	Peter Carrole	1840	M	
355	CarroP03.txt	Peter Carrole	1883	M	
356	Carsen01.txt	Archibald Carsen	1854	M	
357	Carsen02.txt	Archibald Carsen	1856	M	
358	CaseyJ01.txt	John Casey	1883	M	
359	CaseyJ02.txt	John Casey	1884	M	
360	CatheP01.txt	Patrick Catherwood	1855	M	
361	CaulRo01.txt	Robert Caulwell	1865	M	
362	Chambe01.txt	John & Jane Chambers	1796	M	
363	ChandJ01.txt	John Chandlee	1775	M	
364	Chandl01.txt	Benjamin Chandlee	1705	M	
365	Chandl02.txt	Benjamin Chandlee	1707	M	
366	ChandT01.txt	Thomas Chandlee	1770	M	
367	ChandT02.txt	Thomas Chandlee	1770	M	
368	ChandT03.txt	Thomas Chandlee	1775	M	
369	ClareJ01.txt	John Clare	1882	M	
370	ClareM01.txt	Margaret Clare	1882	F	
371	Cleary01.txt	Martin Cleary	1909	M	
372	Clonbr02.txt	anonymous (James Manahan?)	1823	N/A	
373	ColgaM01.txt	Michael Colgan	1824	M	
374	Comber01.txt	Patrick Comber	1862	M	
375	Comber02.txt	Patrick Comber	1864	M	
376	Comber03.txt	Patrick Comber	1865	M	
377	Comber04.txt	Patrick Comber	1866	M	
378	Comber06.txt	Patrick Comber	1892	M	
379	CookS_01.txt	Samuel Cook	1846	M	
380	CorriR01.txt	R. Corrigan	1835	F	female
381	CowanR01.txt	Robert Cowan	1868	M	
382	CowanR02.txt	Robert Cowan	1886	M	
383	CrandL01.txt	L. B. Crandell	1868	M	
384	CrandL02.txt	L. B. Crandell	1870	M	male
385	CrandL03.txt	L. B. Crandell	1873	M	
386	Crawfo01.txt	Alexander Crawford	1736	M	
387	CreedC01.txt	Catherine Creedon	1886	F	
388	CreedJ01.txt	John Creedon	1883	M	
389	Crocke01.txt	George Crockett	1797	M	
390	Crocke02.txt	George Crockett	1807	M	
391	CrockJ01.txt	James Crockett	1822	M	
392	Crogha01.txt	George Croghan	1764	M	
393	Crogha02.txt	George Croghan	1763	M	
394	Crogha03.txt	George Croghan	1764	M	
395	Crogha04.txt	George Croghan	1764	M	
396	Crogha05.txt	George Croghan	1764	M	
397	Crogha06.txt	George Croghan	1764	M	
398	Crogha07.txt	George Croghan	1764	M	
399	Crogha08.txt	George Croghan	1755	M	
400	Crogha09.txt	George Croghan	1756	M	
401	Crogha10.txt	George Croghan	1758	M	
402	Crogha11.txt	George Croghan	1758	M	
403	Crogha13.txt	George Croghan	1758	M	
404	Crogha14.txt	George Croghan	1760	M	
405	Crogha15.txt	George Croghan	1761	M	
406	Crogha16.txt	George Croghan	1761	M	
407	Crogha17.txt	George Croghan	1761	M	
408	Crogha18.txt	George Croghan	1761	M	
409	Crogha19.txt	George Croghan	1762	M	
410	Crogha20.txt	George Croghan	1762	M	
411	Crogha21.txt	George Croghan	1762	M	
412	Crogha22.txt	George Croghan	1762	M	
413	Crogha23.txt	George Croghan	1762	M	
414	Crogha25.txt	George Croghan	1766	M	
415	Crogha26.txt	George Croghan	1767	M	
416	Crogha27.txt	George Croghan	1767	M	
417	Crogha28.txt	George Croghan	1760	M	
418	Crogha29.txt	George Croghan	1760	M	
419	Crogha30.txt	George Croghan	1761	M	
420	Crogha31.txt	George Croghan	1762	M	
421	Crogha32.txt	George Croghan	1762	M	
422	Crogha33.txt	George Croghan	1763	M	
423	Crogha34.txt	George Croghan	1763	M	
424	Crogha35.txt	George Croghan	1763	M	
425	Crogha36.txt	George Croghan	1767	M	
426	Crogha37.txt	George Croghan	1767	M	
427	Crogha38.txt	George Croghan	1768	M	
428	Crogha39.txt	George Croghan	1768	M	
429	Crogha41.txt	George Croghan	1762	M	
430	Crogha42.txt	George Croghan	1766	M	
431	Crogha43.txt	George Croghan	1767	M	
432	Crogha44.txt	George Croghan	1768	M	
433	Crogha45.txt	George Croghan	1769	M	
434	Crogha46.txt	George Croghan	1760	M	
435	Crogha49.txt	George Croghan	1760	M	
436	Crogha51.txt	George Croghan	1760	M	
437	Crogha52.txt	George Croghan	1759	M	
438	Crogha53.txt	George Croghan	1760 (1769?)	M	
439	Crogha60.txt	George Croghan	1762	M	
440	Crogha61.txt	George Croghan	1762	M	
441	Crogha62.txt	George Croghan	1763	M	
442	Crogha63.txt	George Croghan	1763	M	
443	Crogha64.txt	George Croghan	1763	M	
444	Crogha65.txt	George Croghan	1763	M	
445	Crogha66.txt	George Croghan	1763	M	
446	Crogha72.txt	George Croghan	1765	M	
447	CrowlE01.txt	Ellen Crowley	1868	F	
448	CulbeJ01.txt	Joseph Culberton	1850	M	
449	Cuming01.txt	Denis Cumings	1861	M	
450	CurtiH01.txt	Hannah (Curtis) Lynch	1845	F	
451	CurtiH02.txt	Hannah (Curtis) Lynch	1847	F	
452	Curtis01.txt	Jane Curtis	1846	F	
453	Curtis02.txt	Curtis Family (anonymous)	1874	N/A	
454	Curtis03.txt	Jane Curtis	1845	F	
455	Dalton01.txt	William Dalton	1851	M	
456	Dalton02.txt	William Dalton	1853	M	
457	Dalton03.txt	Eliza Dalton	1853	F	
458	Dalton04.txt	Eliza Dalton	1854	F	
459	Dalton05.txt	William Dalton	1858	M	
460	Dalton06.txt	William Dalton	1859	M	
461	DalyM_01.txt	Mary Daly	1903	F	
462	DalyM_02.txt	Mary Daly	1903	F	
463	DarraA01.txt	Ann Darragh	1807	F	
464	DarraA02.txt	Ann Darragh	1807	F	
